,env,batch_size,use_target,num_hidden,learn_rate,memory_size,discount_factor,run,scores,l2_norms,maxQs,soft_convergence_thresh
31,Acrobot-v1,64,250,256,0.001,20000,0.99,0,"[-472.0, -500.0, -189.0, -207.0, -175.0, -219.0, -176.0, -205.0, -223.0, -193.0]","[tensor(16.3481), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980), tensor(16.3980)]","[None, 176.6057586669922, 170.82786560058594, 170.82786560058594, 170.82786560058594, 170.82786560058594, 170.82786560058594, 170.82786560058594, 170.82786560058594, 170.82786560058594]",99.99999999999991
32,Acrobot-v1,64,250,256,0.001,64,0.99,1,"[-351.0, -88.0, -243.0, -104.0, -108.0, -296.0, -151.0, -239.0, -119.0, -145.0]","[tensor(14.8391), tensor(15.8434), tensor(16.4857), tensor(16.6392), tensor(16.7481), tensor(17.1102), tensor(17.1756), tensor(17.3250), tensor(17.4276), tensor(17.7048)]","[None, 51.964393615722656, 77.99522399902344, 76.15386962890625, 49.91177749633789, 48.35275650024414, 50.50415802001953, 50.50455856323242, 49.883087158203125, 54.983734130859375]",99.99999999999991
33,Acrobot-v1,64,250,256,0.001,5000,0.99,1,"[-500.0, -500.0, -500.0, -430.0, -500.0, -500.0, -309.0, -500.0, -325.0, -330.0]","[tensor(14.2360), tensor(14.9779), tensor(15.7196), tensor(16.1577), tensor(16.5820), tensor(16.9690), tensor(17.1593), tensor(17.4199), tensor(17.5803), tensor(17.7386)]","[None, 39.97205352783203, 43.19839859008789, 43.809322357177734, 43.98614501953125, 48.20825958251953, 48.715980529785156, 48.85858917236328, 49.14944839477539, 49.26170349121094]",99.99999999999991
34,Acrobot-v1,64,250,256,0.001,10000,0.99,1,"[-500.0, -500.0, -500.0, -430.0, -500.0, -500.0, -309.0, -500.0, -325.0, -330.0]","[tensor(14.2360), tensor(14.9779), tensor(15.7196), tensor(16.1577), tensor(16.5820), tensor(16.9690), tensor(17.1593), tensor(17.4199), tensor(17.5803), tensor(17.7386)]","[None, 39.97205352783203, 43.19839859008789, 43.809322357177734, 43.98614501953125, 48.20825958251953, 48.715980529785156, 48.85858917236328, 49.14944839477539, 49.26170349121094]",99.99999999999991
35,Acrobot-v1,64,250,256,0.001,20000,0.99,1,"[-500.0, -500.0, -500.0, -430.0, -500.0, -500.0, -309.0, -500.0, -325.0, -330.0]","[tensor(14.2360), tensor(14.9779), tensor(15.7196), tensor(16.1577), tensor(16.5820), tensor(16.9690), tensor(17.1593), tensor(17.4199), tensor(17.5803), tensor(17.7386)]","[None, 39.97205352783203, 43.19839859008789, 43.809322357177734, 43.98614501953125, 48.20825958251953, 48.715980529785156, 48.85858917236328, 49.14944839477539, 49.26170349121094]",99.99999999999991
36,Acrobot-v1,64,250,256,0.001,64,0.99,1,"[-500.0, -500.0, -230.0, -342.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.6395), tensor(14.6604), tensor(14.8696), tensor(15.5096), tensor(17.1540), tensor(17.2497), tensor(17.2824), tensor(17.3055), tensor(17.3202), tensor(17.3759)]","[None, 55.00247573852539, 76.91444396972656, 76.91444396972656, 58.377708435058594, 50.47282791137695, 49.526084899902344, 48.848018646240234, 48.138668060302734, 47.9581298828125]",99.99999999999991
37,Acrobot-v1,64,250,256,0.001,5000,0.99,1,"[-500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.5696), tensor(15.5488), tensor(15.8565), tensor(15.9876), tensor(16.0816), tensor(16.1556), tensor(16.2159), tensor(16.2636), tensor(16.3054), tensor(16.3473)]","[None, 50.22356033325195, 49.60050582885742, 49.63642501831055, 49.75443649291992, 49.67255783081055, 49.82012939453125, 49.679141998291016, 49.855106353759766, 49.8045539855957]",99.99999999999991
38,Acrobot-v1,64,250,256,0.001,10000,0.99,1,"[-500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.5696), tensor(15.5488), tensor(15.8565), tensor(15.9876), tensor(16.0816), tensor(16.1556), tensor(16.2159), tensor(16.2636), tensor(16.3054), tensor(16.3473)]","[None, 50.22356033325195, 49.60050582885742, 49.63642501831055, 49.75443649291992, 49.67255783081055, 49.82012939453125, 49.679141998291016, 49.855106353759766, 49.8045539855957]",99.99999999999991
39,Acrobot-v1,64,250,256,0.001,20000,0.99,1,"[-500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.5696), tensor(15.5488), tensor(15.8565), tensor(15.9876), tensor(16.0816), tensor(16.1556), tensor(16.2159), tensor(16.2636), tensor(16.3054), tensor(16.3473)]","[None, 50.22356033325195, 49.60050582885742, 49.63642501831055, 49.75443649291992, 49.67255783081055, 49.82012939453125, 49.679141998291016, 49.855106353759766, 49.8045539855957]",99.99999999999991
40,Acrobot-v1,64,250,256,0.001,64,0.99,2,"[-441.0, -201.0, -170.0, -166.0, -204.0, -209.0, -156.0, -167.0, -249.0, -181.0]","[tensor(16.3578), tensor(17.5279), tensor(17.8827), tensor(18.1194), tensor(18.2330), tensor(18.4160), tensor(18.8602), tensor(18.9588), tensor(19.2461), tensor(19.3463)]","[None, 53.81607437133789, 57.03866195678711, 58.19288635253906, 57.357120513916016, 55.15129089355469, 55.32536697387695, 55.13846969604492, 55.839927673339844, 55.58993911743164]",99.99999999999991
41,Acrobot-v1,64,250,256,0.001,5000,0.99,2,"[-374.0, -500.0, -500.0, -282.0, -500.0, -244.0, -197.0, -202.0, -195.0, -364.0]","[tensor(15.8602), tensor(17.7665), tensor(18.2870), tensor(18.5485), tensor(19.0347), tensor(19.3019), tensor(19.5032), tensor(19.6746), tensor(19.8433), tensor(20.1335)]","[None, 54.09323501586914, 60.09408187866211, 61.52006149291992, 61.079654693603516, 60.33634567260742, 60.645545959472656, 60.59638977050781, 60.2934684753418, 60.53413391113281]",99.99999999999991
42,Acrobot-v1,64,250,256,0.001,10000,0.99,2,"[-374.0, -500.0, -500.0, -282.0, -500.0, -244.0, -197.0, -202.0, -195.0, -364.0]","[tensor(15.8602), tensor(17.7665), tensor(18.2870), tensor(18.5485), tensor(19.0347), tensor(19.3019), tensor(19.5032), tensor(19.6746), tensor(19.8433), tensor(20.1335)]","[None, 54.09323501586914, 60.09408187866211, 61.52006149291992, 61.079654693603516, 60.33634567260742, 60.645545959472656, 60.59638977050781, 60.2934684753418, 60.53413391113281]",99.99999999999991
43,Acrobot-v1,64,250,256,0.001,20000,0.99,2,"[-374.0, -500.0, -500.0, -282.0, -500.0, -244.0, -197.0, -202.0, -195.0, -364.0]","[tensor(15.8602), tensor(17.7665), tensor(18.2870), tensor(18.5485), tensor(19.0347), tensor(19.3019), tensor(19.5032), tensor(19.6746), tensor(19.8433), tensor(20.1335)]","[None, 54.09323501586914, 60.09408187866211, 61.52006149291992, 61.079654693603516, 60.33634567260742, 60.645545959472656, 60.59638977050781, 60.2934684753418, 60.53413391113281]",99.99999999999991
44,Acrobot-v1,64,250,256,0.001,64,0.99,2,"[-500.0, -500.0, -500.0, -182.0, -104.0, -131.0, -160.0, -186.0, -162.0, -180.0]","[tensor(15.6923), tensor(15.9083), tensor(16.0248), tensor(16.1958), tensor(16.1958), tensor(16.1958), tensor(16.3350), tensor(16.6306), tensor(17.0381), tensor(17.4377)]","[None, 75.2907485961914, 91.03351593017578, 98.6472396850586, 98.64726257324219, 79.6412124633789, 79.6412124633789, 94.54197692871094, 94.53900909423828, 85.60692596435547]",99.99999999999991
45,Acrobot-v1,64,250,256,0.001,5000,0.99,2,"[-354.0, -314.0, -500.0, -183.0, -397.0, -360.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.6853), tensor(14.7427), tensor(14.7427), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(15.0241), tensor(15.0819)]","[None, 75.52188110351562, 75.52188110351562, 74.67171478271484, 70.42044830322266, 74.92206573486328, 74.92206573486328, 74.92206573486328, 74.92206573486328, 76.00276184082031]",99.99999999999991
46,Acrobot-v1,64,250,256,0.001,10000,0.99,2,"[-354.0, -314.0, -500.0, -183.0, -397.0, -360.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.6853), tensor(14.7427), tensor(14.7427), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(15.0241), tensor(15.0819)]","[None, 75.52188110351562, 75.52188110351562, 74.67171478271484, 70.42044830322266, 74.92206573486328, 74.92206573486328, 74.92206573486328, 74.92206573486328, 76.00276184082031]",99.99999999999991
47,Acrobot-v1,64,250,256,0.001,20000,0.99,2,"[-354.0, -314.0, -500.0, -183.0, -397.0, -360.0, -500.0, -500.0, -500.0, -500.0]","[tensor(14.6853), tensor(14.7427), tensor(14.7427), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(14.6793), tensor(15.0241), tensor(15.0819)]","[None, 75.52188110351562, 75.52188110351562, 74.67171478271484, 70.42044830322266, 74.92206573486328, 74.92206573486328, 74.92206573486328, 74.92206573486328, 76.00276184082031]",99.99999999999991
48,MountainCar-v0,64,250,128,0.0001,64,0.99,0,"[-200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[tensor(8.0635), tensor(8.0883), tensor(8.1122), tensor(8.1253), tensor(8.1308), tensor(8.1288), tensor(8.1280), tensor(8.1266), tensor(8.1265), tensor(8.1262)]","[None, 0.8192858695983887, 1.1998546123504639, 1.2059803009033203, 1.2845202684402466, 1.2045116424560547, 1.1895726919174194, 1.2015050649642944, 1.118335247039795, 1.1447871923446655]",99.99999999999991
49,MountainCar-v0,64,250,128,0.0001,5000,0.99,0,"[-200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[tensor(8.0620), tensor(8.0971), tensor(8.1288), tensor(8.1394), tensor(8.1412), tensor(8.1410), tensor(8.1407), tensor(8.1400), tensor(8.1388), tensor(8.1375)]","[None, 0.9704942107200623, 1.3613165616989136, 1.4651228189468384, 1.475354790687561, 1.4723968505859375, 1.4615927934646606, 1.4497700929641724, 1.4349497556686401, 1.420847773551941]",99.99999999999991
50,MountainCar-v0,64,250,128,0.0001,10000,0.99,0,"[-200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]","[tensor(8.0620), tensor(8.0971), tensor(8.1288), tensor(8.1394), tensor(8.1412), tensor(8.1410), tensor(8.1407), tensor(8.1400), tensor(8.1388), tensor(8.1375)]","[None, 0.9704942107200623, 1.3613165616989136, 1.4651228189468384, 1.475354790687561, 1.4723968505859375, 1.4615927934646606, 1.4497700929641724, 1.4349497556686401, 1.420847773551941]",99.99999999999991
